"Id","Probability"
1,0.0315927558279961
2,0.0233408090292201
3,0.0149162240341963
4,0.0276009965194536
5,0.0571489767550988
6,0.0119223116781006
7,0.013764937734073
8,0.0232818845629119
9,0.00768979014527291
10,0.355006012924935
11,0.0146852774454099
12,0.0179641300935557
13,0.0132161901490522
14,0.0271413013464969
15,0.0164040465533571
16,0.0198522043890565
17,0.0109957266673362
18,0.0170829085026537
19,0.0862047248401529
20,0.0199435673191254
21,0.0134291289701775
22,0.0131594515096032
23,0.00990071776721393
24,0.3226149526316
25,0.0418581686359905
26,0.0127846040990749
27,0.0465675229173604
28,0.00976712997242898
29,0.0187178739927524
30,0.0312907299473279
31,0.0220170100517334
32,0.00951484502334425
33,0.0155239879706543
34,0.0261262226477348
35,0.200205789429664
36,0.0205922084609087
37,0.0191368611145721
38,0.0107126211296645
39,0.0152851529799718
40,0.0528111448250547
41,0.0627964689306746
42,0.0910066637369213
43,0.0190064257266976
44,0.0106532463297214
45,0.0414469087764229
46,0.00915829587170103
47,0.00907508898868526
48,0.0154525106632437
49,0.0255541884843934
50,0.0131297261152154
51,0.0225807450188794
52,0.0131482125903185
53,0.0143347769056631
54,0.0356338518511817
55,0.0200520045563645
56,0.0248402063919056
57,0.00950126835615856
58,0.0250832646731648
59,0.0264636829256017
60,0.0268132945386988
61,0.0104711129037844
62,0.0153824535885706
63,0.018576377468862
64,0.0113039660360081
65,0.0157718943305135
66,0.0185263450410971
67,0.0164956762429596
68,0.0840131813984594
69,0.011235376750831
70,0.465815008071146
71,0.0101965309578036
72,0.0574222407126998
73,0.00927295288128017
74,0.0916094683769505
75,0.0154763981511858
76,0.0121979771611317
77,0.0264644447286935
78,0.0222991252083836
79,0.0112920645794246
80,0.0176960141387161
81,0.0151451791210792
82,0.015028066850478
83,0.0241444074263744
84,0.0123493111949917
85,0.016622499770525
86,0.0139340689278673
87,0.0150992666776791
88,0.0124682558235397
89,0.0219106293769942
90,0.023288614923095
91,0.0190387972317409
92,0.0186306243766507
93,0.0199411699772216
94,0.0133170313440821
95,0.0104325720161122
96,0.118044889732105
97,0.0190727519750169
98,0.0201097093011754
99,0.0133307566465137
100,0.0192379367063666
101,0.0185201285637272
102,0.0216487175224773
103,0.0102833008879078
104,0.0218430661816019
105,0.0329214362711329
106,0.0189798266015179
107,0.281883736931358
108,0.0127268559529798
109,0.0135251370754702
110,0.0174825323057775
111,0.0261732484267636
112,0.0164824114461586
113,0.0198803039858646
114,0.309601089642813
115,0.043632483543046
116,0.0133063354656523
117,0.00822554981723592
118,0.051131757977245
119,0.0153249516788614
120,0.0144659487524162
121,0.0125884059010857
122,0.0473423835441525
123,0.0129275283067748
124,0.371910887093347
125,0.0108972093174555
126,0.0228721155702593
127,0.00967379419077001
128,0.0169216309594337
129,0.00787342713629918
130,0.0284216323751753
131,0.0348863733005351
132,0.0304456604924243
133,0.0109977068565758
134,0.0638262675438955
135,0.0910416295724796
136,0.0132603428983924
137,0.0659506464374702
138,0.0454843118937645
139,0.0108029675001398
140,0.0160431509569625
141,0.00923156119557773
142,0.0135287152390865
143,0.00919708803751162
144,0.0174897447766326
145,0.221626754895216
146,0.0170218957160079
147,0.00967379419077001
148,0.077189895550277
149,0.0107967706722148
150,0.0270144569042994
151,0.00892500435218673
152,0.0138674886989477
153,0.00896866027314035
154,0.0094067447038265
155,0.0174859395681687
156,0.0204290224248107
157,0.0311524791978578
158,0.0109788313446546
159,0.0461718920725366
160,0.017400237490871
161,0.00992062114765824
162,0.0261654386949446
163,0.0115922158031715
164,0.015923836887376
165,0.012821751860318
166,0.012990598571896
167,0.409069813694008
168,0.0125037305587345
169,0.102721765599221
170,0.0122224841354937
171,0.00918338410752756
172,0.015829109179401
173,0.019137657920727
174,0.0188658251292376
175,0.0151136796313641
176,0.183419041485872
177,0.0146712321807845
178,0.0268225080140077
179,0.0131574466514047
180,0.0128803881882195
181,0.0314504395585548
182,0.0138609594607988
183,0.0149678623654418
184,0.0141118287524199
185,0.047478997540142
186,0.00898709612497369
187,0.013861838224473
188,0.0148714244589129
189,0.0358555012522625
190,0.0203609202210828
191,0.0147803449182957
192,0.0151400107869387
193,0.0166562554980899
194,0.0297746970879443
195,0.0141672259401054
196,0.0160593091351456
197,0.00858087885696058
198,0.0153399652419283
199,0.0125601118530024
200,0.00988549718500089
201,0.044630964382463
202,0.0143521610470624
203,0.192410902364022
204,0.0199822280775237
205,0.016065657640642
206,0.00862991626845165
207,0.0208873607400624
208,0.00786780079256019
209,0.0231012133344625
