"Id","Probability"
"1",0.0300753931913431
"2",0.032106858066392
"3",0.0261812545173207
"4",0.134654956099361
"5",0.0414612778736975
"6",0.0203729204014357
"7",0.0162681112849332
"8",0.0545540980620114
"9",0.0173751108203507
"10",0.431824192000174
"11",0.0387587343532798
"12",0.029000296100351
"13",0.0160750447511863
"14",0.0445684990529438
"15",0.0271664830217033
"16",0.04160854793113
"17",0.0192734139322458
"18",0.0347050564886224
"19",0.236896921452011
"20",0.0309111771203881
"21",0.0295442807237014
"22",0.0218379763606284
"23",0.0188993231225529
"24",0.370421276485711
"25",0.10715313168275
"26",0.0271519839420751
"27",0.0237519108109692
"28",0.0187638401940176
"29",0.0432381626498389
"30",0.0329455031501063
"31",0.0302078701944153
"32",0.0141977702561459
"33",0.0138465202802713
"34",0.0235197344481118
"35",0.350910723808946
"36",0.0316582267495104
"37",0.0450430815316325
"38",0.0258331074477347
"39",0.0379355634071645
"40",0.109279020241808
"41",0.123481372549385
"42",0.161444148802695
"43",0.0330548424191481
"44",0.0237467591647491
"45",0.0789056397204084
"46",0.0111072441645657
"47",0.0104885974371524
"48",0.0293642428220385
"49",0.0332310330107653
"50",0.0291099717615971
"51",0.0251817872210751
"52",0.0114447293526476
"53",0.0331516144633337
"54",0.0306156075772258
"55",0.0399515390885327
"56",0.106636617930091
"57",0.0164575305002549
"58",0.124567988604842
"59",0.0761996373893949
"60",0.143903270749312
"61",0.0127984549331784
"62",0.0283750511660596
"63",0.0258496519293279
"64",0.0214688161994697
"65",0.0334322485382698
"66",0.0196174833097921
"67",0.0329624511831868
"68",0.0561576167085656
"69",0.0223134209975422
"70",0.610110254955004
"71",0.0251276175674952
"72",0.109026929646624
"73",0.0166451093720331
"74",0.126679847931038
"75",0.0328359644497202
"76",0.0214282019018899
"77",0.0340290689267136
"78",0.0414983048642108
"79",0.0139226340781489
"80",0.0455656557451102
"81",0.0261245900875082
"82",0.0269682815723063
"83",0.0284023911092448
"84",0.0130435830902753
"85",0.0333997901412044
"86",0.0184892106863539
"87",0.0474036058817961
"88",0.0182368011791273
"89",0.045056009652472
"90",0.0467056927506402
"91",0.0367303408942804
"92",0.0310729478258582
"93",0.0294360296244611
"94",0.0260042780172859
"95",0.0219574225436817
"96",0.374094955061188
"97",0.0264855507334918
"98",0.038098071916708
"99",0.0229628893745734
"100",0.0422707759558104
"101",0.0273661867843789
"102",0.0392377545312501
"103",0.020346560612492
"104",0.0362540012423045
"105",0.138056631122924
"106",0.041283606301609
"107",0.318180976746587
"108",0.0160385433077379
"109",0.0233167291312247
"110",0.0324878564824251
"111",0.0234943193721227
"112",0.0446555498629401
"113",0.0407019560699595
"114",0.339998549889495
"115",0.0363866080404874
"116",0.0220859962651175
"117",0.0193610466958213
"118",0.0398473145445186
"119",0.021066652174182
"120",0.0225506219636551
"121",0.024066458120042
"122",0.103306131041056
"123",0.0301875610876389
"124",0.489888036587772
"125",0.030094299505265
"126",0.0271124773096061
"127",0.00867548277214577
"128",0.0307518688355576
"129",0.0213639030539664
"130",0.045324563275909
"131",0.0751975941583178
"132",0.0386349073557842
"133",0.0203161749632949
"134",0.0819514027525111
"135",0.156167364632037
"136",0.0154567967884091
"137",0.110996748215579
"138",0.0626826276714007
"139",0.0206960470545933
"140",0.0254215541987324
"141",0.0128507793293724
"142",0.0143912996433199
"143",0.0131772517571618
"144",0.021029281356895
"145",0.266937452495683
"146",0.0389914778673824
"147",0.014356840074752
"148",0.0749769060994493
"149",0.0177619503068674
"150",0.0295387365413303
"151",0.0165090522422434
"152",0.0192979079282512
"153",0.0160403842846566
"154",0.0225475393713038
"155",0.0302594385263282
"156",0.0228508551052516
"157",0.112913113335487
"158",0.0198776990267844
"159",0.084398587989825
"160",0.0211471542390965
"161",0.0196464129848844
"162",0.0263589091881263
"163",0.0301174329335828
"164",0.0309202905397219
"165",0.0219121291557021
"166",0.0255001874222741
"167",0.445000666579783
"168",0.0410949915766208
"169",0.111365772039119
"170",0.0145575052079601
"171",0.0119577299405324
"172",0.0126997499011242
"173",0.037611548305079
"174",0.042572610045521
"175",0.0334555683945253
"176",0.22903189075861
"177",0.0286883186756735
"178",0.0260038675077198
"179",0.0150355214383272
"180",0.0223572508205965
"181",0.152473913400088
"182",0.0292420770527416
"183",0.027798498784494
"184",0.0210292760544398
"185",0.0311217258383623
"186",0.0174036424065527
"187",0.0240259619214529
"188",0.0278839235668394
"189",0.0258933656428478
"190",0.0350672552950615
"191",0.01449691294399
"192",0.0304552698473276
"193",0.0280224546482735
"194",0.0201455816644037
"195",0.0154710665886711
"196",0.0342715245096892
"197",0.0153701139591471
"198",0.0226201005004771
"199",0.0253528851069804
"200",0.0144843945508596
"201",0.0403706337927847
"202",0.0150348636875867
"203",0.164612513581557
"204",0.0173089740204227
"205",0.0193423716947648
"206",0.0181173674480745
"207",0.0378992251336143
"208",0.0205044396607564
"209",0.0392181768619351
"210",0.0104940479466782
