"Id","Probability"
1,0.027310019512069
2,0.024340170584862
3,0.0131752810608258
4,0.0280026232298992
5,0.0484759705096227
6,0.0100330064203517
7,0.0136349903238125
8,0.0185479628396051
9,0.0073027430460956
10,0.488125490885779
11,0.0138461170296267
12,0.0143873382674766
13,0.0120841795983607
14,0.0208400560413026
15,0.0164496443213435
16,0.0186652021504061
17,0.00969263644272655
18,0.0146189880665316
19,0.0818740599727829
20,0.0190943508722886
21,0.012273227332797
22,0.01152194084081
23,0.00872078991978186
24,0.322389921004663
25,0.0379424363962583
26,0.0123415899153938
27,0.0363151662277158
28,0.00936422960559489
29,0.0164671440170889
30,0.0246839308050833
31,0.0200456720234008
32,0.00945084410200902
33,0.0139542686081931
34,0.0224284724801696
35,0.128291651443122
36,0.0175666997172529
37,0.017938227498339
38,0.0108862542621922
39,0.0140708134692879
40,0.0473706077877522
41,0.0609054102763621
42,0.0747586595889801
43,0.0177674207921279
44,0.00993124056706511
45,0.0315610265622155
46,0.00847344881560126
47,0.00847344881560126
48,0.0145614611673968
49,0.020298106469681
50,0.0127258883597276
51,0.0200837881953111
52,0.011648565906114
53,0.0125038041128747
54,0.030375723731491
55,0.017513335378265
56,0.0230547266459142
57,0.00868730954086393
58,0.0258210195183771
59,0.0218258793724172
60,0.0277552232314887
61,0.00952054353249458
62,0.0136629558275201
63,0.0156778503228856
64,0.00996515730419697
65,0.0136354705434762
66,0.0156618141246802
67,0.0150438793261269
68,0.0783207644557547
69,0.0103998537951618
70,0.481603698780405
71,0.0107652055976806
72,0.053481001976812
73,0.00857250850982013
74,0.0677011122262825
75,0.0150241348320977
76,0.0120061939382119
77,0.0233047731426942
78,0.0192896110948296
79,0.0113224298051764
80,0.0158672078483053
81,0.0146135126666769
82,0.0132002487031356
83,0.0206990523610943
84,0.0107963145289444
85,0.0144544937752006
86,0.0124009570199808
87,0.0148658878427809
88,0.01222747622427
89,0.0199054277348311
90,0.0221987796118971
91,0.016425666407043
92,0.0162055307490338
93,0.018439576786985
94,0.0118726844296988
95,0.00946379181785359
96,0.107676101350158
97,0.0185396349573826
98,0.0183676544929205
99,0.012601017170377
100,0.0175022868976629
101,0.0165199520224324
102,0.018727957722807
103,0.0101441952434128
104,0.0183266989923108
105,0.0312881384610357
106,0.0179870090878435
107,0.255506021786041
108,0.0106372387332581
109,0.0121083177346513
110,0.0153451180808203
111,0.022595886289391
112,0.0150847079905779
113,0.0189701141978426
114,0.306367203009354
115,0.0366228714009049
116,0.0120228264537735
117,0.0081154718636845
118,0.0426255266773036
119,0.0137313295002206
120,0.0122683587749902
121,0.0105333525700547
122,0.0399164238278424
123,0.0120531164235828
124,0.384858444242649
125,0.0108289386486823
126,0.0188078905250931
127,0.00874167124213985
128,0.0149215237730808
129,0.00798306802070784
130,0.0272788002433272
131,0.0281518731005666
132,0.0263658472181156
133,0.0101826623178418
134,0.0441914658377552
135,0.0720433413437007
136,0.0107018283107007
137,0.0602942262654964
138,0.0338477301140874
139,0.0104761781193403
140,0.0142461141922011
141,0.00866668365193621
142,0.0126999497256215
143,0.00816852465922891
144,0.0150398806465904
145,0.192435611462037
146,0.0149134733658057
147,0.00868730954086393
148,0.0599952469148771
149,0.0101652516121135
150,0.0258928542757205
151,0.00867875984293611
152,0.012351329523251
153,0.00905423878678945
154,0.0094104839013194
155,0.0154374598603297
156,0.0183978652326325
157,0.0270865481813108
158,0.0100321389062187
159,0.0467893274357709
160,0.0157080365368819
161,0.00904981381007468
162,0.0158128236438638
163,0.011389565331743
164,0.0134820123731708
165,0.0122376882480954
166,0.0117837472422861
167,0.367355937233942
168,0.0115978265257064
169,0.072214821751141
170,0.0115685092847933
171,0.00866668365193621
172,0.0133457632325982
173,0.0167367265932899
174,0.0163664091303306
175,0.0137987880284285
176,0.180595222369702
177,0.013527489283971
178,0.0230611027080328
179,0.0127776347923154
180,0.0106420000583952
181,0.029137271512056
182,0.0132661339629971
183,0.0129731238384696
184,0.0126108838327098
185,0.0342730077101089
186,0.00875026581820577
187,0.012561682939135
188,0.0130405667983799
189,0.0281250102638191
190,0.0177751716633634
191,0.0129140750919357
192,0.0133356750409743
193,0.0153372800738469
194,0.0245520526407269
195,0.0135212274245231
196,0.015839961257908
197,0.00817642317441501
198,0.0128241770175789
199,0.0126230992932711
200,0.00891419423840538
201,0.0347223926046082
202,0.0113184067947221
203,0.145439825966929
204,0.0185432734791766
205,0.0190952409834463
206,0.00821840881065953
207,0.0205911717859346
208,0.00783937611729274
209,0.0189945197817659
210,0.008526483772776
211,0.0783542090807248
212,0.0145218391091106
213,0.0133636834258944
214,0.0106202783811555
215,0.0125369475508495
216,0.0338490872198992
217,0.0141216749693544
218,0.0266863980282616
219,0.0129110255217088
220,0.00868730954086393
221,0.0172607259844757
222,0.0135007526920339
223,0.0128707750338176
224,0.0104179697015697
225,0.0130429436939089
226,0.0291028370000873
227,0.0153451180808203
228,0.0280122457377132
229,0.0251182381462802
230,0.402436116781418
231,0.0862592186045349
232,0.0115523029383
233,0.0109986579354689
234,0.0111805554275206
235,0.00771147769748082
236,0.17859020449664
237,0.0427266567565958
238,0.00847344881560126
239,0.0169284087876759
240,0.012733448372784
241,0.0313547464409999
242,0.0101652516121135
243,0.0110575154999536
244,0.0133236016265421
245,0.0285949702262404
246,0.0139792545046941
247,0.0202664725240808
248,0.00873414275455718
249,0.0188116758825925
250,0.148017773472353
251,0.0204683261437367
252,0.0771369593303862
253,0.0100340041506464
254,0.0254778788079837
255,0.00924517296636824
256,0.011675066914781
257,0.0129918392009359
258,0.0574998295487515
259,0.0358272924920557
260,0.0464212993141615
261,0.0163189741289232
262,0.0136020290309867
263,0.0079334707145367
264,0.0171047958971341
265,0.0272814604004444
266,0.0176923202370549
267,0.0283457285994506
268,0.019854353069425
269,0.0710080590218817
270,0.00995496678965172
271,0.0109074056002791
272,0.0265850011328343
273,0.00907270780852052
274,0.0155901199809424
275,0.011041076375281
276,0.0140484638471724
277,0.00782078208030235
278,0.0113426632797701
279,0.0299500256053648
280,0.0137306766520617
281,0.480533090767329
282,0.0185609782065098
283,0.0187069671935277
284,0.00924517296636824
285,0.0100883075424411
286,0.0123381220764556
287,0.0152987391430842
288,0.0283948492534504
289,0.0296736782915492
290,0.0285594489509478
291,0.213968710349409
292,0.00913487151340349
293,0.0152496441649761
294,0.014871676051071
295,0.00860153561815073
296,0.0152790471517679
297,0.0114068172781051
298,0.014078312503315
299,0.00792490692174693
300,0.0096046923276062
301,0.0219308489377247
302,0.0120029824402776
303,0.00985069817425548
304,0.0107810624710025
305,0.260993187816008
306,0.0300407684696973
307,0.00847344881560126
308,0.364494744793141
309,0.0973584280137575
310,0.0142553935814033
311,0.36321791842158
312,0.0227951746601435
313,0.162491456513134
314,0.0160844254163041
315,0.0152785690252871
316,0.0358796551653007
317,0.205670565557372
318,0.00956005977546505
319,0.012846728908322
320,0.0339481161948626
321,0.0150124423026043
322,0.0125447729229532
323,0.0128128019374529
324,0.0130412053706149
325,0.0261404091282499
326,0.010667753932591
327,0.0136581425172876
328,0.00986087628335088
329,0.0175193902632734
330,0.00964523800178807
331,0.0164552956738879
332,0.0208395148067826
333,0.0144104216881384
334,0.0103998537951618
335,0.0178722422990002
336,0.0167250108962484
337,0.0136634543174789
338,0.127899707158511
339,0.0230143564413909
340,0.0143148693350096
341,0.00855932209452745
342,0.0104943280938802
343,0.013490593378058
344,0.0127916964307649
345,0.00821966693038291
346,0.0152211767081156
347,0.291501012133823
348,0.0679427818999378
349,0.0138322367802028
350,0.0104179697015697
351,0.0552548900250691
352,0.0288660550767324
353,0.00857809753366558
354,0.028999806458127
355,0.0121233122360363
356,0.00889775589680977
357,0.477033152684528
358,0.00871548935333827
359,0.0143056696161214
360,0.0820510645364739
361,0.0141733259059882
362,0.0127641100441139
363,0.0100856983696278
364,0.015279255801956
365,0.06878313722404
366,0.027002826264306
367,0.0166008074619614
368,0.0214042367047112
369,0.00924187048296426
370,0.17912657606079
371,0.0122097483618444
372,0.0402439503158711
373,0.0110044124036331
374,0.0115360079422641
375,0.0121185787297054
376,0.00901382546493732
377,0.0191837378058265
378,0.00926219094079067
379,0.0131382399532721
380,0.0175932042639143
381,0.0131219572930568
382,0.0143382049657505
383,0.016045305254545
384,0.0773536953449589
385,0.00873201290457362
386,0.00942633049719368
387,0.00899877477123604
388,0.0146676024749194
389,0.0131583918493682
390,0.0119013612038085
391,0.0090655833026671
392,0.010855265662456
393,0.0108937500350239
394,0.0517407702984254
395,0.00893298512355227
396,0.00909207676862439
397,0.0336311314078267
398,0.0378193742033528
399,0.0157317356012703
400,0.0133306980719606
401,0.0101753472638587
402,0.00777098397646181
403,0.0170628075941227
404,0.00777836008863096
405,0.566763403857065
406,0.456968351758041
407,0.0199995146196721
408,0.0529119289959358
409,0.0164096106938726
410,0.0137564262458424
411,0.0142287196162834
412,0.0137991926771356
413,0.0391171786483137
414,0.0158260275381925
415,0.0125029902441398
416,0.201589420554646
417,0.0303458891431248
418,0.0136987811539883
419,0.0111603389568022
420,0.0220133990138995
421,0.0117395067625067
422,0.00905838436862389
423,0.0156199837599666
424,0.0100389184204285
425,0.00901895522320433
426,0.0093741525865513
427,0.0294637897287643
428,0.0144281114832661
429,0.035585158948508
430,0.0117397665677853
431,0.105443220139981
432,0.00876230878072996
433,0.0136717403819476
434,0.013254821824319
435,0.0121383535788025
436,0.0173098232121399
437,0.0197995410044037
438,0.0464425429528585
439,0.0125970212920308
440,0.0177223515271374
441,0.011553354624886
442,0.0157442035173154
443,0.0357860868860434
444,0.00872730863612798
445,0.0263198681762368
446,0.229282169690303
447,0.0112332796002973
448,0.0354955661504239
449,0.019153762398845
450,0.0107018283107007
451,0.0169425871878984
452,0.00868857065059559
453,0.0351959095084096
454,0.0122072025676042
455,0.0150296218238469
456,0.0169978395250473
457,0.0261140641239822
458,0.0125155886548761
459,0.0321475329556918
460,0.014508392744647
461,0.0176415903945392
462,0.0144616079675742
463,0.0124460217480483
464,0.0252073975504841
465,0.0168208331912024
466,0.00965344224174535
467,0.0125085550297832
468,0.0152782364315987
469,0.00940442577161694
470,0.0879101360349039
471,0.00847344881560126
472,0.0137545187991392
473,0.0985107413252389
474,0.011859215051496
475,0.0127794470146791
476,0.00891419423840538
477,0.00880143762509854
478,0.0106954018414712
479,0.0152992589272676
480,0.00922748139981595
481,0.0151664894814305
482,0.00865230991870221
483,0.0167750974483774
484,0.0116038511661911
485,0.00847344881560126
486,0.125454569354577
487,0.0204683261437367
488,0.0156762561805646
489,0.134030093337926
490,0.0223079122174921
491,0.0141619693646599
492,0.0191631425103171
493,0.270713386565482
494,0.0147846512570388
495,0.129307178427103
496,0.0125491816336225
497,0.0112945094591813
498,0.0136194714063738
499,0.0288855200362392
500,0.00964776615324121
501,0.0137689348721441
502,0.0126100781823572
503,0.0143639666923778
504,0.0177019429877937
505,0.0104552030312487
506,0.141317794582707
507,0.0211498711739555
508,0.008526483772776
509,0.0094857792334387
510,0.0116055184356293
511,0.0172145253594488
512,0.14793889928631
513,0.0154665401964675
514,0.0155581394285573
515,0.0126073819582228
516,0.119503377108244
517,0.011348725447323
518,0.00937067456937156
519,0.00935079771719136
520,0.0136182237064956
521,0.00926355005386768
522,0.0105688540711709
523,0.026712605339067
524,0.025925543196422
525,0.0217424640561963
